"site_id","year","quarter","kelp","no3","waves","NPGO","MEI","PDO"
66,2010,2,17475,12.7,4.978,1.43,-0.33,-0.13
67,2010,2,5889,12.13,4.458,1.43,-0.33,-0.13
68,2010,2,684,12.13,4.949,1.43,-0.33,-0.13
69,2010,2,9361,11.44,5.631,1.43,-0.33,-0.13
70,2010,2,374,11.72,5.017,1.43,-0.33,-0.13
71,2010,2,6861,12.81,4.445,1.43,-0.33,-0.13
72,2010,2,0,12.81,4.472,1.43,-0.33,-0.13
73,2010,2,0,12.85,5.295,1.43,-0.33,-0.13
74,2010,2,0,12.38,5.554,1.43,-0.33,-0.13
75,2010,2,8484,12.34,5.938,1.43,-0.33,-0.13
76,2010,2,58525,12.73,4.745,1.43,-0.33,-0.13
77,2010,2,323926,12.43,4.541,1.43,-0.33,-0.13
78,2010,2,201560,12.45,6.537,1.43,-0.33,-0.13
79,2010,2,487569,13.04,7.041,1.43,-0.33,-0.13
80,2010,2,51549,13,5.259,1.43,-0.33,-0.13
81,2010,2,13308,12.98,4.628,1.43,-0.33,-0.13
82,2010,2,0,14.58,4.718,1.43,-0.33,-0.13
83,2010,2,97,14.57,4.429,1.43,-0.33,-0.13
84,2010,2,7856,13.83,2.886,1.43,-0.33,-0.13
85,2010,2,45418,13.82,2.619,1.43,-0.33,-0.13
86,2010,2,10386,13.31,2.727,1.43,-0.33,-0.13
87,2010,2,14385,13.26,2.556,1.43,-0.33,-0.13
88,2010,2,13603,13.35,2.774,1.43,-0.33,-0.13
89,2010,2,1695,13.72,3.018,1.43,-0.33,-0.13
90,2010,2,1619,13.69,3.132,1.43,-0.33,-0.13
91,2010,2,19863,13.69,2.959,1.43,-0.33,-0.13
92,2010,2,961,13.69,2.494,1.43,-0.33,-0.13
93,2010,2,5093,13.5,2.039,1.43,-0.33,-0.13
94,2010,2,7991,13.5,2.594,1.43,-0.33,-0.13
95,2010,2,19228,13.49,2.498,1.43,-0.33,-0.13
96,2010,2,508,13.49,2.938,1.43,-0.33,-0.13
97,2010,2,2169,13.45,3.575,1.43,-0.33,-0.13
98,2010,2,192,13.08,3.423,1.43,-0.33,-0.13
99,2010,2,0,12.95,2.736,1.43,-0.33,-0.13
100,2010,2,21226,12.95,3.132,1.43,-0.33,-0.13
101,2010,2,0,13,3.614,1.43,-0.33,-0.13
102,2010,2,1082,13.16,3.435,1.43,-0.33,-0.13
103,2010,2,2180,12.54,3.738,1.43,-0.33,-0.13
104,2010,2,77,12.41,4.3,1.43,-0.33,-0.13
105,2010,2,633,12.41,3.762,1.43,-0.33,-0.13
106,2010,2,6648,12.56,4.023,1.43,-0.33,-0.13
107,2010,2,942,12.56,3.408,1.43,-0.33,-0.13
108,2010,2,1160,12.56,3.795,1.43,-0.33,-0.13
109,2010,2,967,12.56,4.952,1.43,-0.33,-0.13
110,2010,2,0,12.34,4.17,1.43,-0.33,-0.13
111,2010,2,1089,12.34,3.823,1.43,-0.33,-0.13
112,2010,2,148,12.36,3.447,1.43,-0.33,-0.13
113,2010,2,6557,11,2.854,1.43,-0.33,-0.13
114,2010,2,16745,11.51,3.574,1.43,-0.33,-0.13
115,2010,2,541,11.86,4.283,1.43,-0.33,-0.13
116,2010,2,35,10.99,4.697,1.43,-0.33,-0.13
117,2010,2,0,10.99,4.81,1.43,-0.33,-0.13
118,2010,2,848,11,4.432,1.43,-0.33,-0.13
119,2010,2,27180,11.85,4.585,1.43,-0.33,-0.13
120,2010,2,9417,11.85,4.249,1.43,-0.33,-0.13
121,2010,2,1585,12.08,4.034,1.43,-0.33,-0.13
122,2010,2,0,12,3.052,1.43,-0.33,-0.13
123,2010,2,0,12.78,3.535,1.43,-0.33,-0.13
124,2010,2,16148,12.81,3.254,1.43,-0.33,-0.13
125,2010,2,0,12.78,2.876,1.43,-0.33,-0.13
126,2010,2,136,12.58,3.604,1.43,-0.33,-0.13
127,2010,2,23269,12.58,3.255,1.43,-0.33,-0.13
128,2010,2,3081,12.76,3.294,1.43,-0.33,-0.13
129,2010,2,316,12.64,3.585,1.43,-0.33,-0.13
130,2010,2,50,13.93,3.675,1.43,-0.33,-0.13
131,2010,2,688,13.89,4.021,1.43,-0.33,-0.13
132,2010,2,0,13.8,4.543,1.43,-0.33,-0.13
133,2010,2,61,12.66,5.025,1.43,-0.33,-0.13
134,2010,2,0,12.67,4.168,1.43,-0.33,-0.13
135,2010,2,191,12.73,4.868,1.43,-0.33,-0.13
136,2010,2,0,12.73,5.04,1.43,-0.33,-0.13
137,2010,2,0,12.72,5.027,1.43,-0.33,-0.13
138,2010,2,0,12.72,5.992,1.43,-0.33,-0.13
139,2010,2,170,12.32,4.284,1.43,-0.33,-0.13
140,2010,2,2207,12.32,3.775,1.43,-0.33,-0.13
141,2010,2,0,12.72,4.291,1.43,-0.33,-0.13
142,2010,2,0,12.72,3.958,1.43,-0.33,-0.13
143,2010,2,0,12.69,4.142,1.43,-0.33,-0.13
144,2010,2,0,12.69,3.436,1.43,-0.33,-0.13
145,2010,2,0,12.65,3.886,1.43,-0.33,-0.13
146,2010,2,0,12.72,3.837,1.43,-0.33,-0.13
147,2010,2,0,12.48,3.819,1.43,-0.33,-0.13
148,2010,2,72,12.48,4.438,1.43,-0.33,-0.13
149,2010,2,0,12.48,4.154,1.43,-0.33,-0.13
150,2010,2,1379,12.48,4.878,1.43,-0.33,-0.13
151,2010,2,0,12.53,4.152,1.43,-0.33,-0.13
152,2010,2,0,14.05,4.168,1.43,-0.33,-0.13
153,2010,2,0,14.19,3.929,1.43,-0.33,-0.13
154,2010,2,0,14.08,3.876,1.43,-0.33,-0.13
155,2010,2,0,14.01,4.138,1.43,-0.33,-0.13
156,2010,2,1006,13.63,4.885,1.43,-0.33,-0.13
157,2010,2,1302,13.86,4.301,1.43,-0.33,-0.13
158,2010,2,0,12.48,4.856,1.43,-0.33,-0.13
159,2010,2,58,14.72,4.297,1.43,-0.33,-0.13
160,2010,2,1554,14.73,4.056,1.43,-0.33,-0.13
161,2010,2,67,14.73,5.185,1.43,-0.33,-0.13
162,2010,2,8490,14.71,5.474,1.43,-0.33,-0.13
163,2010,2,0,14.42,3.228,1.43,-0.33,-0.13
164,2010,2,17107,14.47,3.571,1.43,-0.33,-0.13
165,2010,2,4630,14.46,3.928,1.43,-0.33,-0.13
166,2010,2,7150,14.46,2.865,1.43,-0.33,-0.13
167,2010,2,1130,14.41,3.444,1.43,-0.33,-0.13
168,2010,2,0,14.37,3.244,1.43,-0.33,-0.13
169,2010,2,69326,15.44,3.632,1.43,-0.33,-0.13
170,2010,2,39647,15.43,3.045,1.43,-0.33,-0.13
171,2010,2,6097,15.42,4.146,1.43,-0.33,-0.13
172,2010,2,154409,15.34,3.484,1.43,-0.33,-0.13
173,2010,2,9361,14.89,3.466,1.43,-0.33,-0.13
174,2010,2,124709,14.89,3,1.43,-0.33,-0.13
175,2010,2,111616,14.96,2.603,1.43,-0.33,-0.13
176,2010,2,21591,15.15,2.902,1.43,-0.33,-0.13
177,2010,2,14741,15.25,2.988,1.43,-0.33,-0.13
178,2010,2,21518,15.25,3.08,1.43,-0.33,-0.13
179,2010,2,168376,15.24,3.166,1.43,-0.33,-0.13
180,2010,2,50878,14.82,3.043,1.43,-0.33,-0.13
181,2010,2,37467,14.82,3.476,1.43,-0.33,-0.13
182,2010,2,143319,14.9,3.27,1.43,-0.33,-0.13
183,2010,2,722,15.65,3.599,1.43,-0.33,-0.13
184,2010,2,3140,14.83,3.837,1.43,-0.33,-0.13
185,2010,2,1004,15.25,3.726,1.43,-0.33,-0.13
186,2010,2,7352,15.25,3.179,1.43,-0.33,-0.13
187,2010,2,180,14.61,4.014,1.43,-0.33,-0.13
188,2010,2,0,14.97,3.987,1.43,-0.33,-0.13
189,2010,2,0,14.84,4.293,1.43,-0.33,-0.13
190,2010,2,0,15.16,3.263,1.43,-0.33,-0.13
191,2010,2,0,15.16,3.912,1.43,-0.33,-0.13
192,2010,2,88,14.9,3.526,1.43,-0.33,-0.13
193,2010,2,0,14.92,3.741,1.43,-0.33,-0.13
194,2010,2,134,14.97,3.66,1.43,-0.33,-0.13
195,2010,2,227,14.86,4.074,1.43,-0.33,-0.13
196,2010,2,0,14.86,3.975,1.43,-0.33,-0.13
197,2010,2,249,14.34,3.757,1.43,-0.33,-0.13
198,2010,2,110,14.24,3.726,1.43,-0.33,-0.13
199,2010,2,174,14.33,4.364,1.43,-0.33,-0.13
200,2010,2,51,14.16,4.088,1.43,-0.33,-0.13
201,2010,2,138,13.84,3.621,1.43,-0.33,-0.13
202,2010,2,0,13.8,3.872,1.43,-0.33,-0.13
203,2010,2,38710,13.9,3.109,1.43,-0.33,-0.13
204,2010,2,607810,13.9,3.478,1.43,-0.33,-0.13
205,2010,2,245850,13.9,3.39,1.43,-0.33,-0.13
206,2010,2,201039,13.89,3.553,1.43,-0.33,-0.13
207,2010,2,189755,13.85,3.413,1.43,-0.33,-0.13
208,2010,2,548178,13.78,3.181,1.43,-0.33,-0.13
209,2010,2,1032538,13.38,2.802,1.43,-0.33,-0.13
210,2010,2,144682,13.42,2.904,1.43,-0.33,-0.13
211,2010,2,235,12.77,3.84,1.43,-0.33,-0.13
212,2010,2,0,12.77,4.983,1.43,-0.33,-0.13
213,2010,2,0,12.91,5.221,1.43,-0.33,-0.13
214,2010,2,3531,12.9,3.598,1.43,-0.33,-0.13
215,2010,2,6945,12.9,4.413,1.43,-0.33,-0.13
216,2010,2,2783,13.23,3.66,1.43,-0.33,-0.13
217,2010,2,10343,13.26,3.572,1.43,-0.33,-0.13
218,2010,2,461459,14.55,2.897,1.43,-0.33,-0.13
219,2010,2,483202,14.27,3.976,1.43,-0.33,-0.13
220,2010,2,225347,14.27,2.766,1.43,-0.33,-0.13
221,2010,2,38084,14.27,2.766,1.43,-0.33,-0.13
222,2010,2,536171,14.29,2.446,1.43,-0.33,-0.13
223,2010,2,119299,14.29,2.735,1.43,-0.33,-0.13
224,2010,2,187684,14.29,2.606,1.43,-0.33,-0.13
225,2010,2,25630,11.92,4.39,1.43,-0.33,-0.13
226,2010,2,10230,12.45,3.75,1.43,-0.33,-0.13
227,2010,2,123444,11.51,2.761,1.43,-0.33,-0.13
228,2010,2,38144,11.46,2.86,1.43,-0.33,-0.13
229,2010,2,227972,11.43,3.006,1.43,-0.33,-0.13
230,2010,2,31934,11.43,2.406,1.43,-0.33,-0.13
231,2010,2,9142,11.33,2.698,1.43,-0.33,-0.13
232,2010,2,133980,12.09,2.792,1.43,-0.33,-0.13
233,2010,2,194056,11.74,3.352,1.43,-0.33,-0.13
234,2010,2,461739,11.78,3.321,1.43,-0.33,-0.13
235,2010,2,170174,11.78,3.26,1.43,-0.33,-0.13
236,2010,2,137376,11.64,3.211,1.43,-0.33,-0.13
237,2010,2,13431,11.76,3.553,1.43,-0.33,-0.13
238,2010,2,211799,11.72,4.055,1.43,-0.33,-0.13
239,2010,2,427770,11.55,4.833,1.43,-0.33,-0.13
240,2010,2,143770,11.55,3.598,1.43,-0.33,-0.13
241,2010,2,54425,11.25,3.669,1.43,-0.33,-0.13
242,2010,2,2298,11.23,4.754,1.43,-0.33,-0.13
243,2010,2,106674,8.61,1.967,1.43,-0.33,-0.13
244,2010,2,20803,8.56,1.952,1.43,-0.33,-0.13
245,2010,2,139235,8.51,1.698,1.43,-0.33,-0.13
246,2010,2,733186,8.51,1.632,1.43,-0.33,-0.13
247,2010,2,1278310,8.21,1.777,1.43,-0.33,-0.13
248,2010,2,1682011,7.9,2.109,1.43,-0.33,-0.13
249,2010,2,1694362,7.78,2.074,1.43,-0.33,-0.13
250,2010,2,273303,7.22,1.965,1.43,-0.33,-0.13
251,2010,2,135224,7.22,2.3,1.43,-0.33,-0.13
252,2010,2,85570,7.05,2.753,1.43,-0.33,-0.13
253,2010,2,261398,7.01,2.525,1.43,-0.33,-0.13
254,2010,2,468502,6.58,2.374,1.43,-0.33,-0.13
255,2010,2,152090,6.58,2.19,1.43,-0.33,-0.13
256,2010,2,258411,5.78,1.404,1.43,-0.33,-0.13
257,2010,2,607474,5.64,1.621,1.43,-0.33,-0.13
258,2010,2,639698,5.62,1.75,1.43,-0.33,-0.13
259,2010,2,67386,5.23,1.695,1.43,-0.33,-0.13
260,2010,2,15464,5.22,2.222,1.43,-0.33,-0.13
261,2010,2,22819,5.3,2.396,1.43,-0.33,-0.13
262,2010,2,4926,4.86,1.298,1.43,-0.33,-0.13
263,2010,2,0,4.57,1.266,1.43,-0.33,-0.13
264,2010,2,6758,4.57,1.39,1.43,-0.33,-0.13
265,2010,2,144554,4.74,1.43,1.43,-0.33,-0.13
266,2010,2,29801,4.55,1.514,1.43,-0.33,-0.13
267,2010,2,1270,4.52,1.469,1.43,-0.33,-0.13
268,2010,2,3050,4.54,1.45,1.43,-0.33,-0.13
269,2010,2,25742,4.37,1.413,1.43,-0.33,-0.13
270,2010,2,0,4.42,1.37,1.43,-0.33,-0.13
271,2010,2,8215,4.37,1.282,1.43,-0.33,-0.13
272,2010,2,6147,4.45,1.656,1.43,-0.33,-0.13
273,2010,2,5420,4.68,1.794,1.43,-0.33,-0.13
274,2010,2,212030,4.47,1.944,1.43,-0.33,-0.13
275,2010,2,140564,4.37,1.701,1.43,-0.33,-0.13
276,2010,2,6297,4.17,1.756,1.43,-0.33,-0.13
277,2010,2,9324,4.14,1.466,1.43,-0.33,-0.13
278,2010,2,64885,3.63,1.585,1.43,-0.33,-0.13
279,2010,2,154361,3.88,1.778,1.43,-0.33,-0.13
280,2010,2,102589,3.88,1.692,1.43,-0.33,-0.13
281,2010,2,0,3.88,1.919,1.43,-0.33,-0.13
282,2010,2,28714,3.83,1.713,1.43,-0.33,-0.13
283,2010,2,231059,3.8,1.631,1.43,-0.33,-0.13
284,2010,2,411914,3.54,1.541,1.43,-0.33,-0.13
285,2010,2,4963,3.42,1.408,1.43,-0.33,-0.13
286,2010,2,6283,3.42,1.088,1.43,-0.33,-0.13
287,2010,2,34348,3.37,1.272,1.43,-0.33,-0.13
288,2010,2,219715,3.39,1.327,1.43,-0.33,-0.13
289,2010,2,214415,3.66,1.44,1.43,-0.33,-0.13
290,2010,2,3885,3.42,1.561,1.43,-0.33,-0.13
291,2010,2,0,3.39,1.588,1.43,-0.33,-0.13
292,2010,2,2095,3.19,1.609,1.43,-0.33,-0.13
293,2010,2,1945,3.28,1.499,1.43,-0.33,-0.13
294,2010,2,79926,2.62,0.9,1.43,-0.33,-0.13
295,2010,2,21757,2.74,1.372,1.43,-0.33,-0.13
296,2010,2,93057,2.72,1.666,1.43,-0.33,-0.13
297,2010,2,31001,2.72,1.532,1.43,-0.33,-0.13
298,2010,2,4996,3.26,1.773,1.43,-0.33,-0.13
299,2010,2,3250,2.75,1.603,1.43,-0.33,-0.13
300,2010,2,3321,2.63,1.571,1.43,-0.33,-0.13
301,2010,2,0,2.65,1.554,1.43,-0.33,-0.13
302,2010,2,137444,1.63,1.741,1.43,-0.33,-0.13
303,2010,2,43351,1.63,1.952,1.43,-0.33,-0.13
304,2010,2,17339,1.42,2.06,1.43,-0.33,-0.13
305,2010,2,36707,1.42,2.141,1.43,-0.33,-0.13
306,2010,2,278095,1.42,1.956,1.43,-0.33,-0.13
307,2010,2,132409,1.15,1.657,1.43,-0.33,-0.13
308,2010,2,1018537,1,1.912,1.43,-0.33,-0.13
309,2010,2,458835,0.94,1.756,1.43,-0.33,-0.13
310,2010,2,301350,0.94,1.739,1.43,-0.33,-0.13
311,2010,2,297668,0.89,1.601,1.43,-0.33,-0.13
312,2010,2,92272,0.89,1.626,1.43,-0.33,-0.13
313,2010,2,197137,1.04,1.634,1.43,-0.33,-0.13
314,2010,2,46822,1.02,1.607,1.43,-0.33,-0.13
315,2010,2,99314,0.99,1.634,1.43,-0.33,-0.13
316,2010,2,238887,1.01,1.15,1.43,-0.33,-0.13
317,2010,2,77629,0.99,1.046,1.43,-0.33,-0.13
318,2010,2,692185,1.08,1.034,1.43,-0.33,-0.13
319,2010,2,345041,0.79,1.123,1.43,-0.33,-0.13
320,2010,2,234410,0.79,1.088,1.43,-0.33,-0.13
321,2010,2,120746,0.76,1.227,1.43,-0.33,-0.13
322,2010,2,472,0.32,2.175,1.43,-0.33,-0.13
323,2010,2,14655,0.32,1.986,1.43,-0.33,-0.13
324,2010,2,82152,0.42,2.27,1.43,-0.33,-0.13
325,2010,2,551191,0.41,2.468,1.43,-0.33,-0.13
326,2010,2,78841,0.42,1.967,1.43,-0.33,-0.13
327,2010,2,93484,0.42,2.206,1.43,-0.33,-0.13
328,2010,2,29019,0.35,2.405,1.43,-0.33,-0.13
329,2010,2,185540,0.33,1.566,1.43,-0.33,-0.13
330,2010,2,79601,0.33,2.009,1.43,-0.33,-0.13
331,2010,2,111556,0.33,1.514,1.43,-0.33,-0.13
332,2010,2,79175,0.33,1.043,1.43,-0.33,-0.13
333,2010,2,45716,0.33,1.339,1.43,-0.33,-0.13
334,2010,2,34677,0.21,1.379,1.43,-0.33,-0.13
335,2010,2,19194,0.21,1.629,1.43,-0.33,-0.13
336,2010,2,12190,0.21,1.772,1.43,-0.33,-0.13
337,2010,2,47922,0.21,1.918,1.43,-0.33,-0.13
338,2010,2,93304,0.21,1.915,1.43,-0.33,-0.13
339,2010,2,10844,0.21,1.928,1.43,-0.33,-0.13
340,2010,2,57098,0.21,1.885,1.43,-0.33,-0.13
341,2010,2,94113,0.17,1.865,1.43,-0.33,-0.13
342,2010,2,126826,0.17,1.761,1.43,-0.33,-0.13
343,2010,2,164448,0.17,1.737,1.43,-0.33,-0.13
344,2010,2,48958,0.16,2.149,1.43,-0.33,-0.13
345,2010,2,35276,0.13,1.309,1.43,-0.33,-0.13
346,2010,2,52112,0.14,1.398,1.43,-0.33,-0.13
347,2010,2,99548,0.14,1.663,1.43,-0.33,-0.13
348,2010,2,22262,0.15,1.521,1.43,-0.33,-0.13
349,2010,2,128733,0.11,1.508,1.43,-0.33,-0.13
350,2010,2,43777,0.11,1.706,1.43,-0.33,-0.13
351,2010,2,80457,0.11,1.922,1.43,-0.33,-0.13
352,2010,2,39292,0.11,1.979,1.43,-0.33,-0.13
353,2010,2,532808,0.2,3.171,1.43,-0.33,-0.13
354,2010,2,208614,0.11,2.626,1.43,-0.33,-0.13
355,2010,2,758849,0.11,2.757,1.43,-0.33,-0.13
356,2010,2,315878,0.12,3.13,1.43,-0.33,-0.13
357,2010,2,539395,0.12,2.569,1.43,-0.33,-0.13
358,2010,2,843428,0.11,2.648,1.43,-0.33,-0.13
359,2010,2,480936,0.11,2.48,1.43,-0.33,-0.13
360,2010,2,405522,0.11,2.715,1.43,-0.33,-0.13
361,2010,2,3917,0.11,2.789,1.43,-0.33,-0.13
1,2010,3,42562,2.72,1.819,1.08,-2.37,-1.52
2,2010,3,22131,2.83,2.444,1.08,-2.37,-1.52
3,2010,3,118740,4.65,1.907,1.08,-2.37,-1.52
4,2010,3,32705,4.73,1.829,1.08,-2.37,-1.52
5,2010,3,64150,4.58,1.819,1.08,-2.37,-1.52
6,2010,3,548694,4.58,1.769,1.08,-2.37,-1.52
7,2010,3,274073,4.79,1.525,1.08,-2.37,-1.52
8,2010,3,118557,4.79,1.518,1.08,-2.37,-1.52
9,2010,3,109047,4.1,1.45,1.08,-2.37,-1.52
10,2010,3,164897,4.17,1.358,1.08,-2.37,-1.52
11,2010,3,147016,4.17,1.193,1.08,-2.37,-1.52
12,2010,3,155935,4.17,1.349,1.08,-2.37,-1.52
13,2010,3,210180,3.78,1.236,1.08,-2.37,-1.52
14,2010,3,221916,3.84,1.432,1.08,-2.37,-1.52
15,2010,3,91331,3.84,1.043,1.08,-2.37,-1.52
16,2010,3,54593,3.86,1.264,1.08,-2.37,-1.52
17,2010,3,490311,3.86,1.089,1.08,-2.37,-1.52
18,2010,3,79255,3.82,1.023,1.08,-2.37,-1.52
19,2010,3,39815,3.82,0.953,1.08,-2.37,-1.52
20,2010,3,32782,3.69,0.976,1.08,-2.37,-1.52
21,2010,3,85767,3.8,1.001,1.08,-2.37,-1.52
22,2010,3,43904,5.84,0.828,1.08,-2.37,-1.52
23,2010,3,59961,5.7,1.282,1.08,-2.37,-1.52
24,2010,3,215843,5.7,1.206,1.08,-2.37,-1.52
25,2010,3,308014,5.7,1.943,1.08,-2.37,-1.52
26,2010,3,548312,4.26,1.744,1.08,-2.37,-1.52
27,2010,3,266109,4.26,2.302,1.08,-2.37,-1.52
28,2010,3,439958,4.26,2.91,1.08,-2.37,-1.52
29,2010,3,113428,4.26,3.333,1.08,-2.37,-1.52
30,2010,3,65140,4.5,2.863,1.08,-2.37,-1.52
31,2010,3,411247,5.88,3.255,1.08,-2.37,-1.52
32,2010,3,671,5.88,3.448,1.08,-2.37,-1.52
33,2010,3,93914,5.67,3.41,1.08,-2.37,-1.52
34,2010,3,744733,5.8,3.268,1.08,-2.37,-1.52
35,2010,3,980779,5.8,2.803,1.08,-2.37,-1.52
36,2010,3,1219633,4.32,1.77,1.08,-2.37,-1.52
37,2010,3,779504,4.32,2.504,1.08,-2.37,-1.52
38,2010,3,755378,4.32,1.931,1.08,-2.37,-1.52
39,2010,3,1232087,4.8,1.309,1.08,-2.37,-1.52
40,2010,3,1022612,3.32,1.388,1.08,-2.37,-1.52
41,2010,3,1486026,3.44,1.65,1.08,-2.37,-1.52
42,2010,3,1793472,3.44,1.688,1.08,-2.37,-1.52
43,2010,3,1332526,3.37,2.133,1.08,-2.37,-1.52
44,2010,3,176850,3.46,1.545,1.08,-2.37,-1.52
45,2010,3,70201,3.46,1.483,1.08,-2.37,-1.52
46,2010,3,252890,3.46,2.129,1.08,-2.37,-1.52
47,2010,3,183969,4.8,3.121,1.08,-2.37,-1.52
48,2010,3,586517,4.8,2.825,1.08,-2.37,-1.52
49,2010,3,396829,4.8,1.919,1.08,-2.37,-1.52
50,2010,3,305997,3.42,1.691,1.08,-2.37,-1.52
51,2010,3,29467,3.42,3.081,1.08,-2.37,-1.52
52,2010,3,154920,3.52,3.142,1.08,-2.37,-1.52
53,2010,3,147258,3.42,3.392,1.08,-2.37,-1.52
54,2010,3,115448,3.69,2.693,1.08,-2.37,-1.52
55,2010,3,129757,3.695,2.076,1.08,-2.37,-1.52
56,2010,3,7535,3.695,2.939,1.08,-2.37,-1.52
57,2010,3,287985,3.8,3.248,1.08,-2.37,-1.52
58,2010,3,270978,4.16,2.484,1.08,-2.37,-1.52
59,2010,3,205687,4.16,2.843,1.08,-2.37,-1.52
60,2010,3,163131,4.16,3.022,1.08,-2.37,-1.52
61,2010,3,10874,10.36,3.19,1.08,-2.37,-1.52
62,2010,3,92620,10.36,2.835,1.08,-2.37,-1.52
63,2010,3,133866,10.36,3.18,1.08,-2.37,-1.52
64,2010,3,443722,10.36,2.382,1.08,-2.37,-1.52
65,2010,3,66942,7.31,2.928,1.08,-2.37,-1.52
66,2010,3,214229,10.54,3.113,1.08,-2.37,-1.52
67,2010,3,206742,7.7,2.765,1.08,-2.37,-1.52
68,2010,3,140973,7.7,3.043,1.08,-2.37,-1.52
69,2010,3,143934,7.7,3.655,1.08,-2.37,-1.52
70,2010,3,334949,8.11,3.007,1.08,-2.37,-1.52
71,2010,3,591506,7.65,2.802,1.08,-2.37,-1.52
72,2010,3,68266,7.65,2.971,1.08,-2.37,-1.52
73,2010,3,212870,8.09,3.625,1.08,-2.37,-1.52
74,2010,3,22781,6.54,3.377,1.08,-2.37,-1.52
75,2010,3,68638,6.47,3.253,1.08,-2.37,-1.52
76,2010,3,1228211,6.4,2.406,1.08,-2.37,-1.52
77,2010,3,1530921,6.48,2.37,1.08,-2.37,-1.52
78,2010,3,5134119,6.39,3.367,1.08,-2.37,-1.52
79,2010,3,4966079,6.39,3.278,1.08,-2.37,-1.52
80,2010,3,1332790,6.39,3.105,1.08,-2.37,-1.52
81,2010,3,220508,7.05,2.576,1.08,-2.37,-1.52
82,2010,3,321993,7.74,2.458,1.08,-2.37,-1.52
83,2010,3,599035,7.74,2.361,1.08,-2.37,-1.52
84,2010,3,21216,7.55,1.639,1.08,-2.37,-1.52
85,2010,3,187147,7.53,1.405,1.08,-2.37,-1.52
86,2010,3,28657,7.53,1.428,1.08,-2.37,-1.52
87,2010,3,362006,7.63,1.398,1.08,-2.37,-1.52
88,2010,3,103361,8.37,1.448,1.08,-2.37,-1.52
89,2010,3,225465,8.34,1.563,1.08,-2.37,-1.52
90,2010,3,57232,8.34,1.625,1.08,-2.37,-1.52
91,2010,3,385285,8.34,1.528,1.08,-2.37,-1.52
92,2010,3,207499,8.34,1.385,1.08,-2.37,-1.52
93,2010,3,410180,8.98,1.161,1.08,-2.37,-1.52
94,2010,3,535843,8.98,1.425,1.08,-2.37,-1.52
95,2010,3,233814,8.98,1.46,1.08,-2.37,-1.52
96,2010,3,80989,8.98,1.662,1.08,-2.37,-1.52
97,2010,3,41612,8.98,1.77,1.08,-2.37,-1.52
98,2010,3,104810,6.47,1.699,1.08,-2.37,-1.52
99,2010,3,118976,6.32,1.456,1.08,-2.37,-1.52
100,2010,3,155631,6.32,1.469,1.08,-2.37,-1.52
101,2010,3,116653,6.32,1.991,1.08,-2.37,-1.52
102,2010,3,112640,4.58,1.88,1.08,-2.37,-1.52
103,2010,3,164568,6.32,1.929,1.08,-2.37,-1.52
104,2010,3,127296,5.19,2.072,1.08,-2.37,-1.52
105,2010,3,252060,5.19,2.044,1.08,-2.37,-1.52
106,2010,3,240511,5.89,2.117,1.08,-2.37,-1.52
107,2010,3,85638,6.1,1.95,1.08,-2.37,-1.52
108,2010,3,156485,6.1,2.079,1.08,-2.37,-1.52
109,2010,3,106055,6.1,2.41,1.08,-2.37,-1.52
110,2010,3,42648,6.09,2.383,1.08,-2.37,-1.52
111,2010,3,181707,6.09,2.154,1.08,-2.37,-1.52
112,2010,3,276717,6.09,2.033,1.08,-2.37,-1.52
113,2010,3,325397,7.01,1.494,1.08,-2.37,-1.52
114,2010,3,197234,6.09,1.652,1.08,-2.37,-1.52
115,2010,3,132482,5.68,2.28,1.08,-2.37,-1.52
116,2010,3,87940,5.69,2.617,1.08,-2.37,-1.52
117,2010,3,167765,5.69,2.65,1.08,-2.37,-1.52
118,2010,3,124610,6.53,2.65,1.08,-2.37,-1.52
119,2010,3,265366,4.95,2.157,1.08,-2.37,-1.52
120,2010,3,330814,4.95,2.021,1.08,-2.37,-1.52
121,2010,3,121616,5.06,2.294,1.08,-2.37,-1.52
122,2010,3,10973,5.11,1.63,1.08,-2.37,-1.52
123,2010,3,72715,6.69,1.665,1.08,-2.37,-1.52
124,2010,3,209408,6.69,1.676,1.08,-2.37,-1.52
125,2010,3,223,6.69,1.431,1.08,-2.37,-1.52
126,2010,3,95631,6.69,1.79,1.08,-2.37,-1.52
127,2010,3,570387,6.69,1.754,1.08,-2.37,-1.52
128,2010,3,312720,6.69,1.824,1.08,-2.37,-1.52
129,2010,3,159063,6.69,1.941,1.08,-2.37,-1.52
130,2010,3,157314,6.69,2.121,1.08,-2.37,-1.52
131,2010,3,230065,6.69,2.279,1.08,-2.37,-1.52
132,2010,3,91331,6.69,2.478,1.08,-2.37,-1.52
133,2010,3,47932,5.73,2.625,1.08,-2.37,-1.52
134,2010,3,148103,4.28,2.396,1.08,-2.37,-1.52
135,2010,3,294463,4.58,2.879,1.08,-2.37,-1.52
136,2010,3,96986,4.58,2.599,1.08,-2.37,-1.52
137,2010,3,92624,4.58,2.924,1.08,-2.37,-1.52
138,2010,3,3717,4.58,3.237,1.08,-2.37,-1.52
139,2010,3,28996,5,2.326,1.08,-2.37,-1.52
140,2010,3,170183,5,2.218,1.08,-2.37,-1.52
141,2010,3,138206,5,2.423,1.08,-2.37,-1.52
142,2010,3,61259,5,2.087,1.08,-2.37,-1.52
143,2010,3,45679,5,1.987,1.08,-2.37,-1.52
